feature,importance_mean,importance_std
cop_path_length_mean,0.12447902646323353,0.0010735278992891973
cop_ap_range_aff,0.11108260643358596,0.0018338912869040698
vgrf_peak_unaff,0.09548465691677475,0.0018033111268178689
vgrf_peak_asym,0.08656162613774764,0.0015824134020909094
cop_path_length_aff,0.0699487238071929,0.0037818234577778552
vgrf_peak_aff,0.06242941105420239,0.002231867639071015
loading_rate_max,0.04910938381491662,0.0016789218779522115
loading_rate_mean,0.03553089535477718,0.0011108171915817236
cop_ap_range_mean,0.03011231451855102,0.0017487159616975743
sex,0.02961196222912601,0.0007001269913442296
body_weight,0.023412835250643204,0.0016322429248379784
height,0.016577774613044792,0.0007298403750142872
age,0.015002489035237399,0.0009468724512371498
loading_rate_sym,0.01416822156544384,0.0010524597968208332
cop_ml_range_mean,0.013600382290890334,0.0012461205868229397
body_mass,0.010708567807396352,0.002039438810779865
vgrf_peak_mean,0.009893159564365928,0.0019695517298169572
cop_ml_range_asym,0.008160539098484066,0.0008528283754885253
loading_rate_asym,0.007531289449694523,0.0011594123625091484
cop_ap_range_asym,0.007442436159524457,0.001909133956620557
ap_braking_impulse_asym,0.00565432834869779,0.0009629825237640436
cop_ml_range_aff,0.005106353136638586,0.0015421850055618083
vgrf_peak_diff,0.00496910625754039,0.0011128782309761233
shoe_size,0.0038702497446865937,0.0012710631043392872
ap_propulsion_impulse_mean,0.003135625623186966,0.001370193306426589
push_off_index,0.0031001587131631258,0.0008033523159335658
ap_propulsion_impulse_sym,0.002605024864282679,0.0003385430859866439
ap_propulsion_impulse_asym,0.0025556850776902507,0.0013138086231421144
ap_braking_impulse_mean,0.0021942405632968563,0.0011374964793921135
vgrf_peak_max,0.0017152356660351086,0.0009155661620471866
vgrf_left_10,0.0015135811477208106,0.0004908922874688554
vgrf_left_7,0.0014944860344512146,0.0007570301546958259
vgrf_left_8,0.0014071141219721196,0.0005032818567095147
vgrf_left_6,0.0013277819546617553,0.0005064099132279307
vgrf_left_11,0.0012039318076195848,0.0005648330556330552
vgrf_left_9,0.0011785360442677529,0.000709065847111229
cop_ml_range_sym,0.0010124696561681023,0.0002798147711957931
vgrf_left_12,0.000988652709353155,0.0006129526784981109
vgrf_left_13,0.0009595028807001138,0.0006074501703629488
ap_braking_impulse_sym,0.0008908314629436198,0.0003775096375019074
vgrf_right_45,0.0008716886702631154,0.0006846230632134522
vgrf_right_51,0.0007898090120456059,0.0003742512393289746
bmi,0.0007349579453104326,0.0008893069523512984
vgrf_right_7,0.0007238636680069854,0.0007735829163792369
vgrf_right_46,0.0006856907883049601,0.0005194571990081413
vgrf_right_6,0.0006493022066449749,0.0008904007747846656
cop_ap_range_sym,0.000647847987604866,0.00025680603659825377
vgrf_left_56,0.0006458126506119543,0.00027387135012351397
vgrf_right_54,0.0006393987224231678,0.00033554761971981605
vgrf_left_52,0.0006334597160190358,0.00010568894692274137
vgrf_left_5,0.000633451000823837,0.0008969766080622545
vgrf_left_60,0.0005997746088690081,0.00022810788450277177
vgrf_left_55,0.0005675589092105415,0.0003956426907137387
vgrf_right_12,0.0005645923577511369,0.00040806914665740486
vgrf_right_48,0.0005563104247560457,0.0002526720378453943
vgrf_left_93,0.0005499638440286004,0.00017096753818271845
vgrf_left_53,0.0005472455081778849,0.00038417725504467356
vgrf_right_83,0.0005421497852686752,0.0006734214654617756
vgrf_right_50,0.0005379299466494514,0.00030650294651105085
vgrf_right_4,0.0005256162982583912,0.0003101038307212222
vgrf_left_54,0.0004927661886231838,0.00027634900899649
vgrf_left_79,0.00048607677770416967,0.0007307120007464328
vgrf_left_57,0.000482958593663807,0.00021968141407185794
vgrf_right_52,0.0004567706173422281,0.0004056303027047083
vgrf_right_49,0.0004560818296109992,0.0002214848921046535
vgrf_right_47,0.0004513956600147084,0.0005284376059088338
vgrf_left_94,0.00045128493077429833,0.00014948232900986055
vgrf_left_48,0.0004256666702389,0.00043916470435679405
vgrf_left_92,0.0004229320404120163,0.0002796302366250165
vgrf_right_84,0.0004007272065786438,0.0003648341905118108
vgrf_left_83,0.00037920758146976486,0.0002481788474990865
vgrf_left_51,0.00037567271686792523,0.00038278552649840435
vgrf_left_62,0.0003676459420136058,0.0003146679808401106
vgrf_left_59,0.00036468429506036903,0.0004193173381530364
vgrf_right_91,0.00035815151826011914,0.00023280178913047872
vgrf_right_13,0.00034470744947068255,0.0006753802972086905
vgrf_left_47,0.0003384682938934014,0.0004507318105376422
vgrf_left_58,0.0003165806770833557,0.00014876104008138146
vgrf_right_53,0.0003124027611897562,0.00035994791603408203
vgrf_left_14,0.0002849171528651606,0.00027237343374041274
vgrf_right_5,0.00027784238426720176,0.0004234104183967116
vgrf_left_71,0.00027373742020883054,0.00037223629208281726
vgrf_right_55,0.00027039701638693626,0.0003276387952506076
vgrf_left_49,0.0002662262049321851,0.00042175177228453466
vgrf_left_70,0.00026616693739748285,0.00033797474386339417
vgrf_right_23,0.0002565860065404157,0.00012531685811657621
vgrf_right_60,0.0002538140084926366,0.00016221849410967597
vgrf_right_37,0.00025260988814947984,0.00010051766313582835
vgrf_right_81,0.00024348350267660023,0.000477277092423626
vgrf_left_50,0.0002434801279610488,0.0005893983623803833
vgrf_left_68,0.00023534782295270285,0.00010001664112932372
vgrf_right_88,0.00022372553567763244,0.0001844962742225713
vgrf_left_19,0.0002203521203039016,0.00013303037972369367
vgrf_left_91,0.0002180117583632235,0.00023203753105544692
vgrf_right_38,0.00021381761461949366,0.0004509638802848925
vgrf_left_4,0.00021318900199036596,0.0005250953019178535
vgrf_left_67,0.00021077701504923496,0.00026305530463183456
vgrf_right_35,0.00020970749804595236,0.00010442104828874764
vgrf_right_42,0.00020877692143337346,0.00027755769815320707
vgrf_right_65,0.00020275618147224116,0.00020807300368749814
vgrf_left_44,0.00017676997678273132,0.0003030871544602201
vgrf_left_46,0.00017524918794110668,0.0002909798711668474
vgrf_right_56,0.00017104696632497252,0.00031938701837528645
vgrf_right_34,0.00016759301374538182,0.00023833120681893691
vgrf_right_92,0.0001622859763161566,0.00031824939104309395
vgrf_right_8,0.00016203034877538826,0.00024891781794887766
vgrf_left_16,0.00015819658588467345,0.00022136794184139335
vgrf_left_63,0.00015631386035300788,0.00012600512947456854
vgrf_right_25,0.00015250296217776959,0.00021448479702326605
vgrf_left_64,0.00014970844530602933,0.00024230834490858666
vgrf_right_33,0.0001491290638820142,0.00021885483567728062
vgrf_right_95,0.00014761850932069054,0.0001710128266470892
vgrf_left_95,0.00014717067935060557,0.00015773651611323552
vgrf_right_36,0.0001469747449076908,0.00019015747597115403
vgrf_right_44,0.0001442318012442434,0.0002726989519967907
vgrf_left_88,0.00014184841134096127,0.00023936901702241242
vgrf_left_20,0.00014133930690131137,0.00013472670419803102
